"%s has been uploaded successfully.","文件%s上传成功"
"All Categories","所有分类"
"Back","返回"
"File Size","文件大小
"File Type","文件类型"
"Forward","前进"
"New Folder","新建文件夹"
"Select Resource","选择资源"
"Real Name","实际文件名"
"Upload","上传"
"Uploaded at","上传时间"
"Upload Resource","上传资源"
"Uploaded Name","上传文件名"
